NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,1,EMEF PROFESSOR ARLINDO MARTINS,Presidente,#NULO#,92,1,-32.1207,-52.81814,ARROIO GRANDE
SIMONE TEBET,2,EMEF PROFESSOR ARLINDO MARTINS,Presidente,MDB,92,1,-32.1207,-52.81814,ARROIO GRANDE
CIRO GOMES,2,EMEF PROFESSOR ARLINDO MARTINS,Presidente,PDT,92,1,-32.1207,-52.81814,ARROIO GRANDE
LULA,26,EMEF PROFESSOR ARLINDO MARTINS,Presidente,PT,92,1,-32.1207,-52.81814,ARROIO GRANDE
JAIR BOLSONARO,15,EMEF PROFESSOR ARLINDO MARTINS,Presidente,PL,92,1,-32.1207,-52.81814,ARROIO GRANDE
ONYX LORENZONI,9,EMEF PROFESSOR ARLINDO MARTINS,Governador,PL,92,1,-32.1207,-52.81814,ARROIO GRANDE
VIEIRA DA CUNHA,1,EMEF PROFESSOR ARLINDO MARTINS,Governador,PDT,92,1,-32.1207,-52.81814,ARROIO GRANDE
LUIS CARLOS HEINZE,4,EMEF PROFESSOR ARLINDO MARTINS,Governador,PP,92,1,-32.1207,-52.81814,ARROIO GRANDE
EDEGAR PRETTO,18,EMEF PROFESSOR ARLINDO MARTINS,Governador,PT,92,1,-32.1207,-52.81814,ARROIO GRANDE
EDUARDO LEITE,11,EMEF PROFESSOR ARLINDO MARTINS,Governador,PSDB,92,1,-32.1207,-52.81814,ARROIO GRANDE
Branco,3,EMEF PROFESSOR ARLINDO MARTINS,Governador,#NULO#,92,1,-32.1207,-52.81814,ARROIO GRANDE
Nulo,4,EMEF PROFESSOR ARLINDO MARTINS,Senador,#NULO#,92,1,-32.1207,-52.81814,ARROIO GRANDE
ANA AMÉLIA LEMOS,4,EMEF PROFESSOR ARLINDO MARTINS,Senador,PSD,92,1,-32.1207,-52.81814,ARROIO GRANDE
Branco,4,EMEF PROFESSOR ARLINDO MARTINS,Senador,#NULO#,92,1,-32.1207,-52.81814,ARROIO GRANDE
