NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
SIMONE TEBET,19,ESPORTE CLUBE CRUZEIRO,Presidente,MDB,14,1,-31.38969,-52.67534,CANGUÇU
LULA,74,ESPORTE CLUBE CRUZEIRO,Presidente,PT,14,1,-31.38969,-52.67534,CANGUÇU
CIRO GOMES,9,ESPORTE CLUBE CRUZEIRO,Presidente,PDT,14,1,-31.38969,-52.67534,CANGUÇU
JAIR BOLSONARO,99,ESPORTE CLUBE CRUZEIRO,Presidente,PL,14,1,-31.38969,-52.67534,CANGUÇU
Nulo,5,ESPORTE CLUBE CRUZEIRO,Presidente,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
Branco,5,ESPORTE CLUBE CRUZEIRO,Presidente,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
Branco,12,ESPORTE CLUBE CRUZEIRO,Governador,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
Nulo,5,ESPORTE CLUBE CRUZEIRO,Governador,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
RICARDO JOBIM,3,ESPORTE CLUBE CRUZEIRO,Governador,NOVO,14,1,-31.38969,-52.67534,CANGUÇU
EDEGAR PRETTO,42,ESPORTE CLUBE CRUZEIRO,Governador,PT,14,1,-31.38969,-52.67534,CANGUÇU
ONYX LORENZONI,81,ESPORTE CLUBE CRUZEIRO,Governador,PL,14,1,-31.38969,-52.67534,CANGUÇU
LUIS CARLOS HEINZE,9,ESPORTE CLUBE CRUZEIRO,Governador,PP,14,1,-31.38969,-52.67534,CANGUÇU
ARGENTA,3,ESPORTE CLUBE CRUZEIRO,Governador,PSC,14,1,-31.38969,-52.67534,CANGUÇU
VIEIRA DA CUNHA,4,ESPORTE CLUBE CRUZEIRO,Governador,PDT,14,1,-31.38969,-52.67534,CANGUÇU
EDUARDO LEITE,52,ESPORTE CLUBE CRUZEIRO,Governador,PSDB,14,1,-31.38969,-52.67534,CANGUÇU
COMANDANTE NÁDIA,5,ESPORTE CLUBE CRUZEIRO,Senador,PP,14,1,-31.38969,-52.67534,CANGUÇU
OLÍVIO DUTRA,58,ESPORTE CLUBE CRUZEIRO,Senador,PT,14,1,-31.38969,-52.67534,CANGUÇU
MARISTELA ZANOTTO,1,ESPORTE CLUBE CRUZEIRO,Senador,PSC,14,1,-31.38969,-52.67534,CANGUÇU
HAMILTON MOURÃO,77,ESPORTE CLUBE CRUZEIRO,Senador,REPUBLICANOS,14,1,-31.38969,-52.67534,CANGUÇU
PROFESSOR NADO,1,ESPORTE CLUBE CRUZEIRO,Senador,AVANTE,14,1,-31.38969,-52.67534,CANGUÇU
Branco,19,ESPORTE CLUBE CRUZEIRO,Senador,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
Nulo,13,ESPORTE CLUBE CRUZEIRO,Senador,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
ANA AMÉLIA LEMOS,37,ESPORTE CLUBE CRUZEIRO,Senador,PSD,14,1,-31.38969,-52.67534,CANGUÇU
MAURICIO MARCON,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PODE,14,1,-31.38969,-52.67534,CANGUÇU
Branco,12,ESPORTE CLUBE CRUZEIRO,Deputado Federal,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
MARCELO MORAES,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
Nulo,7,ESPORTE CLUBE CRUZEIRO,Deputado Federal,#NULO#,14,1,-31.38969,-52.67534,CANGUÇU
BOHN GASS,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PT,14,1,-31.38969,-52.67534,CANGUÇU
PP,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PP,14,1,-31.38969,-52.67534,CANGUÇU
RONALDO NOGUEIRA,4,ESPORTE CLUBE CRUZEIRO,Deputado Federal,REPUBLICANOS,14,1,-31.38969,-52.67534,CANGUÇU
DANIEL TRZECIAK 'DANIEL DA TV',11,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSDB,14,1,-31.38969,-52.67534,CANGUÇU
MARCELO BAGÉ,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
COVATTI FILHO,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PP,14,1,-31.38969,-52.67534,CANGUÇU
JURANDIR SILVA,3,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSOL,14,1,-31.38969,-52.67534,CANGUÇU
MARCEL VAN HATTEM,3,ESPORTE CLUBE CRUZEIRO,Deputado Federal,NOVO,14,1,-31.38969,-52.67534,CANGUÇU
DENISE PESSÔA,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PT,14,1,-31.38969,-52.67534,CANGUÇU
TENENTE CORONEL ZUCCO,4,ESPORTE CLUBE CRUZEIRO,Deputado Federal,REPUBLICANOS,14,1,-31.38969,-52.67534,CANGUÇU
MARLON SANTOS,12,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
ERIC LINS,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
SÉRGIO TURRA,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PP,14,1,-31.38969,-52.67534,CANGUÇU
PAULO PIMENTA,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PT,14,1,-31.38969,-52.67534,CANGUÇU
PT,5,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PT,14,1,-31.38969,-52.67534,CANGUÇU
PL,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
PSDB,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSDB,14,1,-31.38969,-52.67534,CANGUÇU
JÚLIO ARAÚJO,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSOL,14,1,-31.38969,-52.67534,CANGUÇU
BIBO NUNES,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PL,14,1,-31.38969,-52.67534,CANGUÇU
NATALI MACHADO,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSD,14,1,-31.38969,-52.67534,CANGUÇU
LUCAS REDECKER,6,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSDB,14,1,-31.38969,-52.67534,CANGUÇU
DALCISO OLIVEIRA,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSB,14,1,-31.38969,-52.67534,CANGUÇU
CARLOS GOMES,2,ESPORTE CLUBE CRUZEIRO,Deputado Federal,REPUBLICANOS,14,1,-31.38969,-52.67534,CANGUÇU
GIOVANI FELTES,5,ESPORTE CLUBE CRUZEIRO,Deputado Federal,MDB,14,1,-31.38969,-52.67534,CANGUÇU
ANY ORTIZ,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,CIDADANIA,14,1,-31.38969,-52.67534,CANGUÇU
JOCIMAR SANTOS,1,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PODE,14,1,-31.38969,-52.67534,CANGUÇU
ENFERMEIRA FÁBIA RICHTER,14,ESPORTE CLUBE CRUZEIRO,Deputado Federal,PSD,14,1,-31.38969,-52.67534,CANGUÇU
ALCEU MOREIRA,10,ESPORTE CLUBE CRUZEIRO,Deputado Federal,MDB,14,1,-31.38969,-52.67534,CANGUÇU
