NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,7,E. E. BERNARDINO ANGELO,Presidente,#NULO#,18,1,-30.981,-54.67772,DOM PEDRITO
Nulo,3,E. E. BERNARDINO ANGELO,Presidente,#NULO#,18,1,-30.981,-54.67772,DOM PEDRITO
CIRO GOMES,18,E. E. BERNARDINO ANGELO,Presidente,PDT,18,1,-30.981,-54.67772,DOM PEDRITO
FERNANDO HADDAD,51,E. E. BERNARDINO ANGELO,Presidente,PT,18,1,-30.981,-54.67772,DOM PEDRITO
HENRIQUE MEIRELLES,2,E. E. BERNARDINO ANGELO,Presidente,MDB,18,1,-30.981,-54.67772,DOM PEDRITO
JAIR BOLSONARO,82,E. E. BERNARDINO ANGELO,Presidente,PSL,18,1,-30.981,-54.67772,DOM PEDRITO
MARINA SILVA,1,E. E. BERNARDINO ANGELO,Presidente,REDE,18,1,-30.981,-54.67772,DOM PEDRITO
ALVARO DIAS,2,E. E. BERNARDINO ANGELO,Presidente,PODE,18,1,-30.981,-54.67772,DOM PEDRITO
JOÃO AMOÊDO,4,E. E. BERNARDINO ANGELO,Presidente,NOVO,18,1,-30.981,-54.67772,DOM PEDRITO
GERALDO ALCKMIN,14,E. E. BERNARDINO ANGELO,Presidente,PSDB,18,1,-30.981,-54.67772,DOM PEDRITO
GUILHERME BOULOS,1,E. E. BERNARDINO ANGELO,Presidente,PSOL,18,1,-30.981,-54.67772,DOM PEDRITO
CABO DACIOLO,1,E. E. BERNARDINO ANGELO,Presidente,PATRI,18,1,-30.981,-54.67772,DOM PEDRITO
Branco,8,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,#NULO#,18,10,-30.9805,-54.66961,DOM PEDRITO
Nulo,3,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,#NULO#,18,10,-30.9805,-54.66961,DOM PEDRITO
CIRO GOMES,22,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,PDT,18,10,-30.9805,-54.66961,DOM PEDRITO
FERNANDO HADDAD,43,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,PT,18,10,-30.9805,-54.66961,DOM PEDRITO
HENRIQUE MEIRELLES,1,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,MDB,18,10,-30.9805,-54.66961,DOM PEDRITO
JAIR BOLSONARO,89,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,PSL,18,10,-30.9805,-54.66961,DOM PEDRITO
MARINA SILVA,2,E. E. E. F. CORONEL URBANO DA CHAGAS,Presidente,REDE,18,10,-30.9805,-54.66961,DOM PEDRITO
