NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
EDUARDO JORGE,1,ESC. MUN. ALVARO BERCHON,PRESIDENTE,PV,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
NULO,4,ESC. MUN. ALVARO BERCHON,PRESIDENTE,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
BRANCO,8,ESC. MUN. ALVARO BERCHON,PRESIDENTE,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
AÉCIO NEVES,61,ESC. MUN. ALVARO BERCHON,PRESIDENTE,PSDB,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
MARINA SILVA,14,ESC. MUN. ALVARO BERCHON,PRESIDENTE,PSB,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
DILMA,96,ESC. MUN. ALVARO BERCHON,PRESIDENTE,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
TARSO GENRO,61,ESC. MUN. ALVARO BERCHON,GOVERNADOR,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
ANA AMELIA LEMOS,59,ESC. MUN. ALVARO BERCHON,GOVERNADOR,PP,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
VIEIRA DA CUNHA,9,ESC. MUN. ALVARO BERCHON,GOVERNADOR,PDT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
NULO,8,ESC. MUN. ALVARO BERCHON,GOVERNADOR,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
BRANCO,16,ESC. MUN. ALVARO BERCHON,GOVERNADOR,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
JOSÉ IVO SARTORI,31,ESC. MUN. ALVARO BERCHON,GOVERNADOR,PMDB,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
LASIER MARTINS,67,ESC. MUN. ALVARO BERCHON,SENADOR,PDT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
SIMONE LEITE,13,ESC. MUN. ALVARO BERCHON,SENADOR,PP,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
NULO,13,ESC. MUN. ALVARO BERCHON,SENADOR,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
BRANCO,22,ESC. MUN. ALVARO BERCHON,SENADOR,,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
SIMON,13,ESC. MUN. ALVARO BERCHON,SENADOR,PMDB,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
OLÍVIO DUTRA,56,ESC. MUN. ALVARO BERCHON,SENADOR,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
FLAVIO ZACHER,3,ESC. MUN. ALVARO BERCHON,DEPUTADO FEDERAL,PDT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
PAULO PIMENTA,10,ESC. MUN. ALVARO BERCHON,DEPUTADO FEDERAL,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
HENRIQUE FONTANA,2,ESC. MUN. ALVARO BERCHON,DEPUTADO FEDERAL,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
FERNANDO MARRONI,20,ESC. MUN. ALVARO BERCHON,DEPUTADO FEDERAL,PT,164,892,-31.84948,-52.67278,CAPÃO DO LEÃO
